date,open,high,low,close,adj_close,volume
2023-07-27,275.43,277.88,272.7,275.83,275.83,31720173
2023-07-28,275.83,279.86,274.32,277.6,277.6,21776683
2023-07-31,277.6,284.97,275.21,284.11,284.11,31853339
2023-08-01,284.11,285.35,282.18,283.6,283.6,27325386
2023-08-02,283.6,289.01,263.61,265.98,265.98,61491761
2023-08-03,265.98,269.14,259.11,261.67,261.67,19095233
2023-08-04,261.67,267.71,254.8,258.44,258.44,59075982
2023-08-07,258.44,259.01,249.61,252.08,252.08,19245480
2023-08-08,252.08,256.04,249.61,254.18,254.18,28585242
2023-08-09,254.18,255.89,249.13,251.26,251.26,31963161
2023-08-10,251.26,252.52,244.96,245.81,245.81,18868432
2023-08-11,245.81,250.54,243.02,248.67,248.67,21419539
2023-08-14,248.67,254.63,247.36,251.77,251.77,21823252
2023-08-15,251.77,252.5,248.4,250.05,250.05,23624777
2023-08-16,250.05,251.1,240.86,242.3,242.3,25444243
2023-08-17,242.3,243.17,239.48,240.32,240.32,23237257
2023-08-18,240.32,243.41,239.84,242.61,242.61,21391914
2023-08-21,242.61,246.75,241.83,245.9,245.9,19664819
2023-08-22,245.9,252.65,245.11,251.18,251.18,17616128
2023-08-23,251.18,251.73,246.55,247.48,247.48,26604897
2023-08-24,247.48,251.67,245.6,249.88,249.88,19646948
2023-08-25,249.88,250.99,241.84,242.36,242.36,30735151
2023-08-28,242.36,248.88,240.25,247.78,247.78,27700624
2023-08-29,247.78,256.65,245.1,253.93,253.93,23687161
2023-08-30,253.93,254.79,246.5,248.9,248.9,31918234
2023-08-31,248.9,252.5,246.25,249.99,249.99,21084968
2023-09-01,249.99,258.14,247.21,256.12,256.12,28883699
2023-09-04,256.12,257.29,253.44,254.68,254.68,17654148
2023-09-05,254.68,267.25,253.46,262.74,262.74,56103435
2023-09-06,262.74,264.82,248.91,250.73,250.73,48971345
2023-09-07,250.73,255.73,249.91,253.14,253.14,32319821
2023-09-08,253.14,255.26,247.17,247.74,247.74,19701965
2023-09-11,247.74,249.25,242.59,244.75,244.75,17545942
2023-09-12,244.75,247.3,241.29,242.11,242.11,20254681
2023-09-13,242.11,251.24,241.33,247.07,247.07,49346548
2023-09-14,247.07,256.29,245.4,253.62,253.62,20390948
2023-09-15,253.62,254.31,252.92,253.58,253.58,25889895
2023-09-18,253.58,255.53,247.61,249.89,249.89,18392803
2023-09-19,249.89,252.55,243.97,246.83,246.83,30171924
2023-09-20,246.83,247.86,244.72,246.02,246.02,31003212
2023-09-21,246.02,249.95,245.48,247.49,247.49,23532067
2023-09-22,247.49,248.8,243.46,244.28,244.28,31898287
2023-09-25,244.28,250.69,241.36,247.73,247.73,30054657
2023-09-26,247.73,248.51,238.78,240.84,240.84,30084665
2023-09-27,240.84,247.42,238.35,246.46,246.46,17695630
2023-09-28,246.46,253.66,245.25,251.36,251.36,19204393
2023-09-29,251.36,271.47,247.67,269.09,269.09,51509909
2023-10-02,269.09,280.25,264.37,278.08,278.08,41661361
2023-10-03,278.08,285.75,276.77,285.06,285.06,23460603
2023-10-04,285.06,291.19,282.77,287.97,287.97,31443050
2023-10-05,287.97,291.82,287.21,289.78,289.78,26464341
2023-10-06,289.78,292.28,286.47,290.28,290.28,18683467
2023-10-09,290.28,292.42,278.02,281.22,281.22,30314459
2023-10-10,281.22,285.37,262.81,266.63,266.63,58929758
2023-10-11,266.63,269.5,262.99,266.11,266.11,30470437
2023-10-12,266.11,268.48,257.68,259.68,259.68,20526498
2023-10-13,259.68,260.68,251.2,254.23,254.23,26351082
2023-10-16,254.23,259.43,252.9,256.84,256.84,30048849
2023-10-17,256.84,262.91,254.91,262.35,262.35,20609039
2023-10-18,262.35,267.43,261.6,265.85,265.85,25197807
2023-10-19,265.85,273.23,263.3,270.38,270.38,31793906
2023-10-20,270.38,272.84,260.06,262.71,262.71,31666889
2023-10-23,262.71,265.71,260.14,263.97,263.97,29963080
2023-10-24,263.97,266.87,263.32,265.74,265.74,25360271
2023-10-25,265.74,274.35,262.99,271.71,271.71,24139101
2023-10-26,271.71,278.47,269.04,275.45,275.45,31911246
2023-10-27,275.45,281.62,273.84,280.48,280.48,29352692
2023-10-30,280.48,281.04,277.33,277.95,277.95,30744656
2023-10-31,277.95,280.4,275.39,278.04,278.04,19334957
2023-11-01,278.04,281.21,269.36,271.41,271.41,28345446
2023-11-02,271.41,277.89,270.12,275.4,275.4,17850899
2023-11-03,275.4,279.35,272.69,276.79,276.79,26069744
2023-11-06,276.79,282.78,274.97,279.66,279.66,24278620
2023-11-07,279.66,290.51,277.33,288.91,288.91,21082291
2023-11-08,288.91,291.73,283.63,285.62,285.62,19195033
2023-11-09,285.62,288.89,279.98,281.84,281.84,29180146
2023-11-10,281.84,286.88,280.36,283.87,283.87,20848471
2023-11-13,283.87,285.09,274.54,275.19,275.19,24413619
2023-11-14,275.19,283.63,274.24,281.65,281.65,26824872
2023-11-15,281.65,287.87,280.91,286.98,286.98,25003064
2023-11-16,286.98,289.44,282.56,284.4,284.4,28588674
2023-11-17,284.4,285.06,283.55,284.22,284.22,25607811
2023-11-20,284.22,287.62,281.27,283.29,283.29,18515139
2023-11-21,283.29,287.13,280.73,286.15,286.15,27301302
2023-11-22,286.15,287.35,283.38,284.02,284.02,19313519
2023-11-23,284.02,288.89,281.36,286.75,286.75,27652973
2023-11-24,286.75,287.81,279.9,282.43,282.43,21957158
2023-11-27,282.43,291.67,279.4,290.49,290.49,26818203
2023-11-28,290.49,297.98,289.55,296.42,296.42,32040072
2023-11-29,296.42,303.58,294.86,302.45,302.45,23468698
2023-11-30,302.45,320.21,297.18,316.06,316.06,53850287
2023-12-01,316.06,318.62,311.18,313.31,313.31,25869957
2023-12-04,313.31,314.52,305.75,307.76,307.76,17760372
2023-12-05,307.76,309.93,296.68,297.8,297.8,24218056
2023-12-06,297.8,300.57,293.03,294.22,294.22,24944603
2023-12-07,294.22,294.96,291.03,292.96,292.96,23802374
2023-12-08,292.96,301.19,286.68,298.61,298.61,41004832
2023-12-11,298.61,299.84,290.35,292.19,292.19,31328209
2023-12-12,292.19,295.09,285.08,286.44,286.44,28160830
2023-12-13,286.44,294.86,283.29,292.5,292.5,32443320
2023-12-14,292.5,294.29,282.42,283.9,283.9,25741660
2023-12-15,283.9,288.38,281.34,286.19,286.19,28161700
2023-12-18,286.19,289.48,279.5,282.87,282.87,32348336
2023-12-19,282.87,290.05,279.96,288.7,288.7,24594139
2023-12-20,288.7,296.28,287.16,295.58,295.58,23746461
2023-12-21,295.58,296.31,286.99,290.05,290.05,18037375
2023-12-22,290.05,292.15,283.92,285.75,285.75,29815509
2023-12-25,285.75,288.27,283.45,285.04,285.04,29906915
2023-12-26,285.04,286.76,275.34,277.84,277.84,23453907
2023-12-27,277.84,278.41,267.46,270.24,270.24,24438817
2023-12-28,270.24,272.61,258.59,261.19,261.19,45296166
2023-12-29,261.19,264.13,255.75,258.27,258.27,27385891
2024-01-01,258.27,265.32,257.68,263.53,263.53,21296086
2024-01-02,263.53,264.25,253.27,255.56,255.56,24072629
2024-01-03,255.56,257.94,250.9,252.05,252.05,25098362
2024-01-04,252.05,258.42,249.55,257.07,257.07,25339456
2024-01-05,257.07,258.49,255.47,256.67,256.67,31723366
2024-01-08,256.67,266.01,253.89,264.78,264.78,29793173
2024-01-09,264.78,277.82,264.25,274.45,274.45,45490357
2024-01-10,274.45,277.06,267.79,270.27,270.27,27317484
2024-01-11,270.27,277.69,269.43,274.82,274.82,20862101
2024-01-12,274.82,276.93,269.86,272.39,272.39,19639733
2024-01-15,272.39,299.61,267.97,293.49,293.49,46567467
2024-01-16,293.49,297.0,285.07,287.47,287.47,27869107
2024-01-17,287.47,289.4,280.76,283.97,283.97,25094035
2024-01-18,283.97,287.36,280.45,281.51,281.51,20102634
2024-01-19,281.51,285.36,278.88,284.29,284.29,30023666
2024-01-22,284.29,291.88,283.36,289.89,289.89,27487250
2024-01-23,289.89,296.62,278.9,285.06,285.06,40119248
2024-01-24,285.06,287.83,279.43,281.99,281.99,22964165
2024-01-25,281.99,285.36,279.35,282.06,282.06,24309473
2024-01-26,282.06,288.76,279.29,287.56,287.56,20839358
2024-01-29,287.56,293.3,284.16,289.94,289.94,25462885
2024-01-30,289.94,292.74,283.15,284.3,284.3,31501715
2024-01-31,284.3,286.08,277.07,278.78,278.78,31804684
2024-02-01,278.78,287.85,276.13,284.84,284.84,28762643
2024-02-02,284.84,291.47,283.14,290.88,290.88,23899345
2024-02-05,290.88,300.51,287.44,297.31,297.31,27096382
2024-02-06,297.31,300.34,295.04,296.43,296.43,30864241
2024-02-07,296.43,299.69,293.51,297.85,297.85,27188136
2024-02-08,297.85,304.25,296.85,300.93,300.93,29008385
2024-02-09,300.93,301.68,294.79,296.54,296.54,25795823
2024-02-12,296.54,297.61,294.4,295.26,295.26,22592394
2024-02-13,295.26,296.55,293.54,295.01,295.01,31623729
2024-02-14,295.01,305.0,292.42,301.55,301.55,22162062
2024-02-15,301.55,307.72,300.82,304.45,304.45,23689812
2024-02-16,304.45,305.92,298.44,300.27,300.27,24172573
2024-02-19,300.27,303.22,291.99,293.29,293.29,20946889
2024-02-20,293.29,295.11,292.08,293.8,293.8,20071305
2024-02-21,293.8,305.8,290.79,302.87,302.87,25895834
2024-02-22,302.87,305.15,295.15,296.54,296.54,28365385
2024-02-23,296.54,302.79,294.96,301.03,301.03,19686422
2024-02-26,301.03,301.92,298.64,301.21,301.21,25640495
2024-02-27,301.21,305.71,298.63,302.24,302.24,20069585
2024-02-28,302.24,308.9,301.37,307.66,307.66,28797602
2024-02-29,307.66,313.26,306.45,311.85,311.85,25791217
2024-03-01,311.85,319.37,310.88,315.68,315.68,20306650
2024-03-04,315.68,322.26,314.93,319.42,319.42,21922707
2024-03-05,319.42,326.06,318.43,324.3,324.3,28099567
2024-03-06,324.3,331.0,320.68,329.25,329.25,28719555
2024-03-07,329.25,331.63,319.42,321.94,321.94,22241287
2024-03-08,321.94,324.61,310.07,312.5,312.5,30142026
2024-03-11,312.5,316.08,301.92,305.41,305.41,21310664
2024-03-12,305.41,313.14,302.39,310.07,310.07,21611946
2024-03-13,310.07,317.81,299.83,305.7,305.7,48465843
2024-03-14,305.7,313.22,303.4,309.84,309.84,19530136
2024-03-15,309.84,319.75,307.59,318.75,318.75,22660125
2024-03-18,318.75,328.22,315.54,324.57,324.57,21887426
2024-03-19,324.57,331.62,321.97,330.2,330.2,19383604
2024-03-20,330.2,331.04,325.45,326.87,326.87,28627177
2024-03-21,326.87,329.68,319.07,322.24,322.24,24759483
2024-03-22,322.24,339.42,319.19,334.07,334.07,59482203
2024-03-25,334.07,337.45,328.6,329.47,329.47,30783530
2024-03-26,329.47,339.8,326.28,336.3,336.3,23307046
2024-03-27,336.3,348.11,333.48,344.78,344.78,24004685
2024-03-28,344.78,357.02,337.21,352.64,352.64,40952252
2024-03-29,352.64,354.71,349.46,350.32,350.32,22000395
2024-04-01,350.32,362.05,346.65,360.97,360.97,20711188
2024-04-02,360.97,386.09,357.17,382.99,382.99,58388781
2024-04-03,382.99,390.89,380.24,389.91,389.91,18317117
2024-04-04,389.91,390.85,380.23,382.3,382.3,25698208
2024-04-05,382.3,396.58,380.44,393.25,393.25,31984764
2024-04-08,393.25,408.83,391.31,404.54,404.54,25157546
2024-04-09,404.54,409.23,400.75,406.2,406.2,32325700
2024-04-10,406.2,411.69,403.44,409.5,409.5,30575274
2024-04-11,409.5,413.79,408.32,410.24,410.24,26558625
2024-04-12,410.24,412.12,399.19,400.03,400.03,30035216
2024-04-15,400.03,403.09,383.66,387.58,387.58,20888896
2024-04-16,387.58,395.62,383.44,392.97,392.97,28301277
2024-04-17,392.97,404.23,391.39,400.18,400.18,30424167
2024-04-18,400.18,412.34,396.7,408.9,408.9,25677141
2024-04-19,408.9,419.38,406.42,415.99,415.99,18794266
2024-04-22,415.99,423.0,414.9,420.92,420.92,29353281
2024-04-23,420.92,424.9,410.17,411.2,411.2,27082831
2024-04-24,411.2,412.59,401.4,403.53,403.53,23015473
2024-04-25,403.53,405.31,388.14,390.69,390.69,31205678
2024-04-26,390.69,391.72,383.84,387.57,387.57,31958177
2024-04-29,387.57,390.9,375.71,377.99,377.99,21418957
2024-04-30,377.99,387.53,376.83,386.24,386.24,25683560
2024-05-01,386.24,390.62,372.85,375.58,375.58,26352153
2024-05-02,375.58,382.46,369.31,380.08,380.08,47637606
2024-05-03,380.08,390.47,376.96,389.02,389.02,32418021
2024-05-06,389.02,392.22,384.38,385.83,385.83,29328741
2024-05-07,385.83,386.92,374.03,376.86,376.86,22079581
2024-05-08,376.86,378.45,372.47,377.28,377.28,31668526
2024-05-09,377.28,381.51,372.01,376.27,376.27,27253744
2024-05-10,376.27,390.26,372.56,388.55,388.55,22380179
2024-05-13,388.55,391.99,383.93,388.47,388.47,27549922
2024-05-14,388.47,390.47,374.99,376.81,376.81,17697272
2024-05-15,376.81,378.56,365.78,368.96,368.96,22896483
2024-05-16,368.96,372.69,360.52,364.1,364.1,29266585
2024-05-17,364.1,369.13,361.16,367.11,367.11,20048042
2024-05-20,367.11,370.93,362.36,365.29,365.29,26392339
2024-05-21,365.29,373.99,361.69,372.4,372.4,30007088
2024-05-22,372.4,383.56,369.49,381.52,381.52,22413961
2024-05-23,381.52,384.05,371.63,375.37,375.37,20410676
2024-05-24,375.37,377.99,365.97,367.86,367.86,26378156
2024-05-27,367.86,378.19,363.53,374.98,374.98,18809954
2024-05-28,374.98,377.3,372.09,373.23,373.23,17872335
2024-05-29,373.23,378.94,368.85,376.19,376.19,32041677
2024-05-30,376.19,380.85,374.61,377.02,377.02,26804729
2024-05-31,377.02,390.62,374.37,387.51,387.51,30037420
2024-06-03,387.51,411.06,378.38,409.14,409.14,49982589
2024-06-04,409.14,420.02,406.49,415.18,415.18,23823246
2024-06-05,415.18,424.22,411.87,419.87,419.87,20690847
2024-06-06,419.87,423.02,395.06,396.43,396.43,49107917
2024-06-07,396.43,411.92,393.43,407.05,407.05,29239610
2024-06-10,407.05,411.01,405.73,406.58,406.58,28418605
2024-06-11,406.58,410.11,405.37,407.57,407.57,28496417
2024-06-12,407.57,410.31,374.77,380.42,380.42,62297432
2024-06-13,380.42,384.44,376.1,380.78,380.78,24178409
2024-06-14,380.78,383.94,368.09,369.58,369.58,30231208
2024-06-17,369.58,373.4,359.32,360.67,360.67,31572693
2024-06-18,360.67,368.76,358.15,366.8,366.8,24242522
2024-06-19,366.8,373.96,344.13,352.53,352.53,49319655
2024-06-20,352.53,359.83,351.4,356.02,356.02,25818927
2024-06-21,356.02,369.82,354.86,366.54,366.54,24259387
2024-06-24,366.54,367.67,361.27,362.48,362.48,20755239
2024-06-25,362.48,372.66,361.59,371.44,371.44,28106093
2024-06-26,371.44,386.57,368.79,380.65,380.65,37525433
2024-06-27,380.65,384.34,373.82,376.32,376.32,19743278
2024-06-28,376.32,386.24,375.56,383.69,383.69,17674511
2024-07-01,383.69,386.95,377.46,379.0,379.0,23448704
2024-07-02,379.0,383.22,346.7,349.02,349.02,47846480
2024-07-03,349.02,351.54,346.33,350.5,350.5,28744189
2024-07-04,350.5,354.48,343.33,346.3,346.3,25839145
2024-07-05,346.3,347.35,342.53,343.69,343.69,32321901
2024-07-08,343.69,347.36,340.11,344.8,344.8,24329204
2024-07-09,344.8,347.49,342.2,345.23,345.23,18216343
2024-07-10,345.23,352.78,343.4,351.05,351.05,30374146
2024-07-11,351.05,360.18,347.48,357.69,357.69,17909904
2024-07-12,357.69,366.89,354.08,364.28,364.28,28722546
2024-07-15,364.28,369.11,360.49,365.56,365.56,24990779
2024-07-16,365.56,372.36,363.06,368.75,368.75,23819423
2024-07-17,368.75,380.84,365.79,377.14,377.14,24862884
2024-07-18,377.14,388.87,373.38,384.48,384.48,18052210
2024-07-19,384.48,388.43,381.93,386.71,386.71,21789219
2024-07-22,386.71,395.79,374.82,379.72,379.72,49879620
2024-07-23,379.72,380.57,373.99,375.27,375.27,29218351
2024-07-24,375.27,391.22,372.17,387.25,387.25,19375298
2024-07-25,387.25,397.9,382.95,396.24,396.24,28829497
2024-07-26,396.24,398.71,391.9,394.79,394.79,25589947
2024-07-29,394.79,395.74,388.47,389.6,389.6,26097712
2024-07-30,389.6,391.66,378.64,380.42,380.42,23906769
2024-07-31,380.42,384.6,375.61,379.34,379.34,19800798
2024-08-01,379.34,391.03,374.92,386.57,386.57,22155834
2024-08-02,386.57,390.39,384.18,385.28,385.28,21824680
2024-08-05,385.28,387.08,375.3,378.27,378.27,25329585
2024-08-06,378.27,379.05,374.07,377.54,377.54,38432784
2024-08-07,377.54,387.98,376.07,384.62,384.62,24774193
2024-08-08,384.62,388.99,383.43,385.26,385.26,24512968
2024-08-09,385.26,389.41,378.01,380.3,380.3,29898493
2024-08-12,380.3,392.67,377.81,391.42,391.42,25577540
2024-08-13,391.42,394.79,383.52,387.17,387.17,24834621
2024-08-14,387.17,390.71,383.38,384.94,384.94,25719261
2024-08-15,384.94,385.87,376.96,380.52,380.52,23864266
2024-08-16,380.52,384.01,376.9,383.08,383.08,25908290
2024-08-19,383.08,391.12,379.77,388.48,388.48,19589850
2024-08-20,388.48,392.19,386.55,388.87,388.87,23705562
2024-08-21,388.87,392.98,377.13,379.44,379.44,26287605
2024-08-22,379.44,388.87,372.06,382.07,382.07,52355783
2024-08-23,382.07,389.51,377.96,386.12,386.12,18912080
2024-08-26,386.12,390.45,382.23,386.95,386.95,28801009
2024-08-27,386.95,396.9,383.28,393.54,393.54,17537684
2024-08-28,393.54,396.6,382.28,386.26,386.26,26321910
2024-08-29,386.26,390.52,383.74,386.28,386.28,18830858
2024-08-30,386.28,390.68,384.4,385.77,385.77,29652548
2024-09-02,385.77,389.61,374.72,378.22,378.22,21318492
2024-09-03,378.22,384.96,375.87,382.08,382.08,29390910
2024-09-04,382.08,393.55,377.95,390.36,390.36,21257264
2024-09-05,390.36,397.21,388.69,394.04,394.04,21174479
2024-09-06,394.04,401.78,390.27,399.76,399.76,18436081
2024-09-09,399.76,400.6,394.59,398.56,398.56,21140512
2024-09-10,398.56,402.37,390.8,394.42,394.42,23500674
2024-09-11,394.42,407.29,393.45,405.38,405.38,26945887
2024-09-12,405.38,434.04,398.89,428.03,428.03,60133483
2024-09-13,428.03,430.02,401.35,404.46,404.46,50116071
2024-09-16,404.46,409.21,398.72,400.32,400.32,30511297
2024-09-17,400.32,403.29,394.97,396.29,396.29,18778353
2024-09-18,396.29,399.55,387.38,391.33,391.33,32349509
2024-09-19,391.33,394.14,388.48,390.15,390.15,22487433
2024-09-20,390.15,398.26,389.1,397.12,397.12,27564173
2024-09-23,397.12,413.98,395.1,409.15,409.15,22470213
2024-09-24,409.15,418.52,404.84,416.47,416.47,23266168
2024-09-25,416.47,420.37,413.75,416.88,416.88,18221854
2024-09-26,416.88,418.4,412.73,416.54,416.54,25671295
2024-09-27,416.54,425.29,385.64,393.27,393.27,49915001
2024-09-30,393.27,394.5,389.3,392.12,392.12,27755993
2024-10-01,392.12,401.02,391.04,396.35,396.35,20319052
2024-10-02,396.35,399.32,389.24,391.66,391.66,31988273
2024-10-03,391.66,394.87,380.73,383.73,383.73,31856045
2024-10-04,383.73,385.44,373.49,375.19,375.19,21971464
2024-10-07,375.19,377.39,369.06,370.49,370.49,30635504
2024-10-08,370.49,392.05,364.15,391.23,391.23,62103173
2024-10-09,391.23,394.26,383.58,385.37,385.37,23065628
2024-10-10,385.37,388.5,381.81,387.0,387.0,29924147
2024-10-11,387.0,391.13,378.07,381.65,381.65,26079732
2024-10-14,381.65,383.17,374.98,377.26,377.26,23791459
2024-10-15,377.26,378.09,371.47,374.27,374.27,29475394
2024-10-16,374.27,386.96,371.69,383.39,383.39,27352313
2024-10-17,383.39,386.69,345.3,353.59,353.59,59909143
2024-10-18,353.59,356.39,341.14,345.07,345.07,28609982
2024-10-21,345.07,348.91,331.08,334.55,334.55,23055320
2024-10-22,334.55,341.45,333.69,339.56,339.56,23010612
2024-10-23,339.56,347.3,337.96,344.07,344.07,25714699
2024-10-24,344.07,348.11,341.29,346.82,346.82,18207914
2024-10-25,346.82,354.34,320.9,328.56,328.56,50214637
2024-10-28,328.56,332.5,321.1,324.26,324.26,18825885
2024-10-29,324.26,331.94,323.54,329.92,329.92,24220304
2024-10-30,329.92,333.59,328.74,331.46,331.46,29566635
2024-10-31,331.46,358.97,327.08,356.47,356.47,50407133
2024-11-01,356.47,360.29,353.28,355.41,355.41,26642367
2024-11-04,355.41,362.09,353.5,358.21,358.21,17815770
2024-11-05,358.21,370.84,355.96,368.54,368.54,32071007
2024-11-06,368.54,376.75,364.61,375.37,375.37,28195339
2024-11-07,375.37,383.62,371.37,380.51,380.51,30736363
2024-11-08,380.51,382.54,376.4,379.41,379.41,23081151
