date,open,high,low,close,adj_close,volume
2023-10-26,92.23,96.48,91.87,94.76,94.76,33799306
2023-10-27,94.76,96.26,87.62,88.18,88.18,38250421
2023-10-30,88.18,89.94,80.09,81.7,81.7,31667021
2023-10-31,81.7,83.19,81.53,82.44,82.44,18560958
2023-11-01,82.44,84.2,80.49,83.13,83.13,40951970
2023-11-02,83.13,85.19,82.8,84.97,84.97,25898913
2023-11-03,84.97,85.2,82.68,83.0,83.0,15070080
2023-11-06,83.0,85.2,82.46,84.85,84.85,14578126
2023-11-07,84.85,86.48,84.09,86.07,86.07,15600011
2023-11-08,86.07,88.02,85.57,87.13,87.13,16804382
2023-11-09,87.13,87.83,86.65,87.29,87.29,21970938
2023-11-10,87.29,88.23,86.95,87.15,87.15,15593824
2023-11-13,87.15,91.27,86.78,90.49,90.49,30482364
2023-11-14,90.49,91.48,87.64,88.61,88.61,15546732
2023-11-15,88.61,89.54,87.24,87.58,87.58,25324708
2023-11-16,87.58,88.83,86.58,88.6,88.6,17258967
2023-11-17,88.6,90.18,87.81,89.7,89.7,14613757
2023-11-20,89.7,89.99,86.26,86.86,86.86,15686947
2023-11-21,86.86,89.16,86.53,88.58,88.58,21316795
2023-11-22,88.58,89.08,85.95,86.63,86.63,17573487
2023-11-23,86.63,87.33,84.84,85.71,85.71,14991026
2023-11-24,85.71,88.63,84.88,87.63,87.63,18676253
2023-11-27,87.63,87.93,86.05,86.84,86.84,15099299
2023-11-28,86.84,87.81,85.46,86.32,86.32,25769373
2023-11-29,86.32,88.67,85.66,88.04,88.04,15576762
2023-11-30,88.04,91.66,87.29,90.65,90.65,23691515
2023-12-01,90.65,93.66,90.38,93.0,93.0,16591549
2023-12-04,93.0,93.64,91.76,92.15,92.15,21375719
2023-12-05,92.15,93.05,90.78,91.42,91.42,20810674
2023-12-06,91.42,93.75,91.15,93.08,93.08,21232064
2023-12-07,93.08,93.97,91.66,92.25,92.25,21867332
2023-12-08,92.25,93.34,90.25,91.23,91.23,16661363
2023-12-11,91.23,91.95,90.16,91.72,91.72,25301876
2023-12-12,91.72,94.1,91.41,93.73,93.73,23225083
2023-12-13,93.73,94.53,93.03,94.28,94.28,18507866
2023-12-14,94.28,95.0,90.97,91.91,91.91,24179830
2023-12-15,91.91,93.27,84.7,86.18,86.18,35400505
2023-12-18,86.18,89.11,85.97,88.12,88.12,25921614
2023-12-19,88.12,89.12,87.08,88.78,88.78,14672373
2023-12-20,88.78,89.83,88.49,89.02,89.02,15855839
2023-12-21,89.02,89.97,87.14,87.85,87.85,18781425
2023-12-22,87.85,88.21,85.66,86.24,86.24,23770744
2023-12-25,86.24,86.93,84.7,84.96,84.96,17470106
2023-12-26,84.96,85.17,82.79,82.96,82.96,21282000
2023-12-27,82.96,84.68,82.26,84.02,84.02,17889891
2023-12-28,84.02,84.69,83.3,84.32,84.32,24214769
2023-12-29,84.32,87.33,83.51,86.75,86.75,16856881
2024-01-01,86.75,87.6,86.2,87.4,87.4,24287087
2024-01-02,87.4,89.24,86.37,88.53,88.53,17414673
2024-01-03,88.53,89.38,88.23,88.83,88.83,15460891
2024-01-04,88.83,89.68,87.63,88.51,88.51,18649252
2024-01-05,88.51,88.8,86.06,86.44,86.44,24770969
2024-01-08,86.44,87.13,85.56,86.3,86.3,14939633
2024-01-09,86.3,89.52,85.66,88.79,88.79,15297652
2024-01-10,88.79,90.71,87.99,90.02,90.02,18158182
2024-01-11,90.02,94.1,89.2,92.66,92.66,31978942
2024-01-12,92.66,93.82,92.39,93.13,93.13,22405307
2024-01-15,93.13,94.55,91.13,93.6,93.6,48639275
2024-01-16,93.6,96.56,92.75,95.44,95.44,15150008
2024-01-17,95.44,97.41,94.54,97.03,97.03,25435449
2024-01-18,97.03,98.98,96.24,98.68,98.68,21373764
2024-01-19,98.68,101.91,98.05,101.28,101.28,21317155
2024-01-22,101.28,104.37,100.39,103.76,103.76,17542098
2024-01-23,103.76,105.72,94.62,95.44,95.44,31634127
2024-01-24,95.44,96.28,92.77,93.87,93.87,19353764
2024-01-25,93.87,94.75,93.36,94.08,94.08,21626087
2024-01-26,94.08,94.48,91.8,92.39,92.39,21115013
2024-01-29,92.39,96.44,91.63,95.38,95.38,25437570
2024-01-30,95.38,97.08,94.9,96.18,96.18,14124239
2024-01-31,96.18,98.28,92.24,93.2,93.2,36796401
2024-02-01,93.2,93.58,89.89,90.91,90.91,17538246
2024-02-02,90.91,93.46,90.09,93.24,93.24,17453255
2024-02-05,93.24,93.77,91.0,91.42,91.42,15392545
2024-02-06,91.42,92.29,89.87,90.48,90.48,20365639
2024-02-07,90.48,90.85,89.7,90.42,90.42,19920498
2024-02-08,90.42,92.23,89.43,91.47,91.47,21121834
2024-02-09,91.47,93.48,90.45,92.47,92.47,21025826
2024-02-12,92.47,92.73,91.59,92.02,92.02,23719506
2024-02-13,92.02,92.67,90.12,91.02,91.02,22544380
2024-02-14,91.02,94.78,90.08,93.75,93.75,19092872
2024-02-15,93.75,94.18,92.4,92.97,92.97,21194786
2024-02-16,92.97,93.21,88.97,90.0,90.0,21647629
2024-02-19,90.0,91.05,89.43,90.35,90.35,22060599
2024-02-20,90.35,90.99,88.0,88.6,88.6,19457770
2024-02-21,88.6,89.3,87.69,88.56,88.56,25765982
2024-02-22,88.56,89.78,88.19,89.42,89.42,19792068
2024-02-23,89.42,90.32,88.05,88.47,88.47,17514823
2024-02-26,88.47,90.79,87.84,90.01,90.01,23764545
2024-02-27,90.01,90.89,88.77,89.33,89.33,16221881
2024-02-28,89.33,89.73,88.68,89.34,89.34,18870193
2024-02-29,89.34,91.83,88.71,90.85,90.85,22265439
2024-03-01,90.85,91.81,90.13,91.36,91.36,25641038
2024-03-04,91.36,91.57,89.34,90.26,90.26,24773948
2024-03-05,90.26,93.24,89.92,92.22,92.22,16323798
2024-03-06,92.22,93.65,91.27,92.75,92.75,15605344
2024-03-07,92.75,95.41,91.89,94.89,94.89,21982928
2024-03-08,94.89,95.55,93.74,94.2,94.2,19754242
2024-03-11,94.2,97.27,93.68,96.28,96.28,17829152
2024-03-12,96.28,96.69,95.08,95.72,95.72,17918294
2024-03-13,95.72,95.98,93.09,94.11,94.11,16385792
2024-03-14,94.11,97.46,93.0,96.87,96.87,14629731
2024-03-15,96.87,97.16,94.5,95.49,95.49,20197520
2024-03-18,95.49,96.0,93.45,93.89,93.89,18522342
2024-03-19,93.89,97.01,92.78,96.48,96.48,24132660
2024-03-20,96.48,97.27,95.15,96.25,96.25,21682017
2024-03-21,96.25,97.22,93.85,94.95,94.95,18953224
2024-03-22,94.95,97.46,94.21,96.59,96.59,25671810
2024-03-25,96.59,97.08,94.57,95.05,95.05,24973266
2024-03-26,95.05,95.44,93.6,94.1,94.1,19075399
2024-03-27,94.1,96.34,93.12,95.58,95.58,15154688
2024-03-28,95.58,96.32,88.27,89.56,89.56,45593116
2024-03-29,89.56,90.43,88.02,88.49,88.49,21508387
2024-04-01,88.49,88.97,86.66,87.62,87.62,24855056
2024-04-02,87.62,88.73,87.03,88.01,88.01,15791559
2024-04-03,88.01,88.28,84.5,85.42,85.42,20647592
2024-04-04,85.42,85.7,84.04,84.67,84.67,19192363
2024-04-05,84.67,85.45,84.06,85.09,85.09,18574708
2024-04-08,85.09,86.12,84.58,85.75,85.75,17686194
2024-04-09,85.75,86.4,84.19,84.82,84.82,15518004
2024-04-10,84.82,85.62,82.37,82.63,82.63,20990316
2024-04-11,82.63,83.34,80.39,81.19,81.19,14957584
2024-04-12,81.19,81.92,78.59,79.07,79.07,16733267
2024-04-15,79.07,79.7,78.67,79.39,79.39,23983522
2024-04-16,79.39,85.08,79.15,83.73,83.73,37452832
2024-04-17,83.73,84.51,81.31,82.0,82.0,25801166
2024-04-18,82.0,85.22,81.08,84.35,84.35,21149688
2024-04-19,84.35,85.09,82.76,83.34,83.34,25530407
2024-04-22,83.34,84.25,82.73,83.58,83.58,22835694
2024-04-23,83.58,84.97,82.9,84.04,84.04,25068441
2024-04-24,84.04,84.89,81.9,82.83,82.83,14296695
2024-04-25,82.83,86.54,80.91,85.27,85.27,34919644
2024-04-26,85.27,86.28,83.36,83.83,83.83,17953190
2024-04-29,83.83,85.06,83.32,84.43,84.43,18614500
2024-04-30,84.43,85.59,83.92,85.32,85.32,17573165
2024-05-01,85.32,86.23,84.83,86.0,86.0,21514665
2024-05-02,86.0,88.86,85.42,88.16,88.16,22410056
2024-05-03,88.16,89.07,87.58,88.08,88.08,14258106
2024-05-06,88.08,89.09,87.32,88.77,88.77,22534377
2024-05-07,88.77,93.16,87.37,92.23,92.23,33563895
2024-05-08,92.23,93.23,91.48,92.56,92.56,14776485
2024-05-09,92.56,93.6,91.33,92.3,92.3,24725311
2024-05-10,92.3,93.34,89.64,90.44,90.44,20792549
2024-05-13,90.44,91.09,89.56,90.11,90.11,14447026
2024-05-14,90.11,90.49,88.81,89.74,89.74,14440419
2024-05-15,89.74,91.31,88.72,90.79,90.79,22780642
2024-05-16,90.79,91.13,88.37,88.98,88.98,19648987
2024-05-17,88.98,89.85,88.39,88.83,88.83,24806869
2024-05-20,88.83,89.72,87.05,87.32,87.32,21118194
2024-05-21,87.32,87.94,83.73,84.67,84.67,14740253
2024-05-22,84.67,85.77,83.74,85.33,85.33,22122289
2024-05-23,85.33,86.11,83.26,83.45,83.45,19871034
2024-05-24,83.45,83.83,82.58,83.57,83.57,14323487
2024-05-27,83.57,85.41,83.28,85.02,85.02,19912670
2024-05-28,85.02,88.0,84.8,87.78,87.78,24096211
2024-05-29,87.78,90.69,87.6,89.65,89.65,15352564
2024-05-30,89.65,91.08,83.46,84.34,84.34,36248978
2024-05-31,84.34,87.57,83.89,86.57,86.57,15951728
2024-06-03,86.57,87.11,83.31,84.3,84.3,17831207
2024-06-04,84.3,86.72,83.67,85.87,85.87,15438849
2024-06-05,85.87,87.87,85.15,87.46,87.46,21615602
2024-06-06,87.46,89.26,87.0,88.31,88.31,22019401
2024-06-07,88.31,89.06,87.02,87.64,87.64,14297447
2024-06-10,87.64,87.98,86.78,87.49,87.49,17438067
2024-06-11,87.49,88.13,85.68,85.96,85.96,14958346
2024-06-12,85.96,86.91,82.99,83.85,83.85,21124622
2024-06-13,83.85,84.75,80.81,81.54,81.54,18593401
2024-06-14,81.54,82.7,80.72,82.2,82.2,21625482
2024-06-17,82.2,83.13,81.69,82.11,82.11,25832477
2024-06-18,82.11,85.26,81.87,84.43,84.43,24280613
2024-06-19,84.43,85.69,83.53,85.11,85.11,20019224
2024-06-20,85.11,85.56,83.01,83.89,83.89,22391421
2024-06-21,83.89,86.85,83.28,86.01,86.01,22180229
2024-06-24,86.01,87.04,83.0,83.7,83.7,20766128
2024-06-25,83.7,85.31,82.93,85.05,85.05,24174355
2024-06-26,85.05,88.12,84.07,87.29,87.29,14186440
2024-06-27,87.29,88.1,86.1,86.64,86.64,16123411
2024-06-28,86.64,87.39,84.49,84.92,84.92,21841013
2024-07-01,84.92,87.07,84.56,86.87,86.87,21635541
2024-07-02,86.87,87.7,85.03,85.67,85.67,15850423
2024-07-03,85.67,86.69,84.13,85.07,85.07,24201248
2024-07-04,85.07,87.51,84.41,86.59,86.59,17500094
2024-07-05,86.59,87.37,85.48,86.06,86.06,22592432
2024-07-08,86.06,87.15,85.64,86.91,86.91,16421871
2024-07-09,86.91,87.57,86.36,86.93,86.93,16332176
2024-07-10,86.93,88.22,86.03,87.77,87.77,17643795
2024-07-11,87.77,90.01,86.75,89.67,89.67,18023320
2024-07-12,89.67,90.42,87.59,88.17,88.17,24722457
2024-07-15,88.17,90.08,87.23,89.61,89.61,22664232
2024-07-16,89.61,91.48,89.23,90.93,90.93,20299577
2024-07-17,90.93,91.81,90.51,91.59,91.59,22295816
2024-07-18,91.59,92.45,89.86,90.61,90.61,23321215
2024-07-19,90.61,94.05,90.35,93.13,93.13,20164803
2024-07-22,93.13,94.23,92.26,93.25,93.25,15137679
2024-07-23,93.25,93.8,91.37,92.23,92.23,22575509
2024-07-24,92.23,92.8,89.64,90.12,90.12,19341918
2024-07-25,90.12,90.89,88.15,88.68,88.68,14530803
2024-07-26,88.68,89.18,87.55,87.81,87.81,24263474
2024-07-29,87.81,91.32,87.2,90.42,90.42,18638651
2024-07-30,90.42,92.96,89.93,91.97,91.97,37284131
2024-07-31,91.97,93.82,90.88,93.34,93.34,16999875
2024-08-01,93.34,96.29,92.99,95.94,95.94,21366305
2024-08-02,95.94,96.69,95.01,96.45,96.45,15771208
2024-08-05,96.45,98.42,93.96,95.46,95.46,38290546
2024-08-06,95.46,96.61,95.06,95.98,95.98,16781962
2024-08-07,95.98,96.24,93.98,94.7,94.7,20881790
2024-08-08,94.7,96.32,94.48,95.43,95.43,17648147
2024-08-09,95.43,96.44,94.35,95.66,95.66,15174324
2024-08-12,95.66,97.15,94.99,96.94,96.94,18722650
2024-08-13,96.94,99.36,92.87,94.11,94.11,48978217
2024-08-14,94.11,95.45,86.11,86.8,86.8,41576508
2024-08-15,86.8,88.36,86.53,88.02,88.02,18811965
2024-08-16,88.02,90.02,87.46,89.16,89.16,20639355
2024-08-19,89.16,90.85,88.71,90.16,90.16,14599335
2024-08-20,90.16,91.05,89.12,89.39,89.39,22232137
2024-08-21,89.39,89.86,87.06,87.74,87.74,23432446
2024-08-22,87.74,90.29,87.17,89.27,89.27,17072034
2024-08-23,89.27,91.91,88.32,91.19,91.19,14314989
2024-08-26,91.19,94.11,90.73,93.19,93.19,23759565
2024-08-27,93.19,94.32,92.52,93.82,93.82,15351884
2024-08-28,93.82,95.86,92.97,95.42,95.42,21107802
2024-08-29,95.42,96.2,94.68,94.89,94.89,18544412
2024-08-30,94.89,95.96,94.35,95.0,95.0,20658486
2024-09-02,95.0,98.1,94.52,97.29,97.29,15915681
2024-09-03,97.29,98.15,94.05,94.86,94.86,24126443
2024-09-04,94.86,96.23,94.37,95.41,95.41,22421044
2024-09-05,95.41,96.37,94.37,95.12,95.12,24956227
2024-09-06,95.12,96.82,94.46,96.54,96.54,14897658
2024-09-09,96.54,96.94,96.02,96.23,96.23,21930500
2024-09-10,96.23,97.33,95.1,95.91,95.91,25722367
2024-09-11,95.91,99.47,94.8,98.35,98.35,20614802
2024-09-12,98.35,98.69,95.12,95.49,95.49,22486960
2024-09-13,95.49,97.56,94.44,96.59,96.59,20296240
2024-09-16,96.59,98.46,95.76,97.62,97.62,22720309
2024-09-17,97.62,98.29,97.02,97.61,97.61,15552054
2024-09-18,97.61,99.49,96.89,98.79,98.79,25162443
2024-09-19,98.79,99.55,94.63,96.66,96.66,38313383
2024-09-20,96.66,98.79,90.85,91.29,91.29,39820896
2024-09-23,91.29,92.01,89.52,90.57,90.57,19021442
2024-09-24,90.57,93.05,89.99,92.39,92.39,17300462
2024-09-25,92.39,94.42,91.65,93.6,93.6,16599958
2024-09-26,93.6,96.41,93.33,95.72,95.72,23327332
2024-09-27,95.72,100.75,94.24,99.21,99.21,49947124
2024-09-30,99.21,101.17,98.18,100.5,100.5,25476631
2024-10-01,100.5,101.65,98.3,98.93,98.93,23544359
2024-10-02,98.93,100.21,98.64,99.78,99.78,15568791
2024-10-03,99.78,100.4,96.91,97.93,97.93,25670329
2024-10-04,97.93,99.76,97.47,99.36,99.36,16273281
2024-10-07,99.36,100.38,98.18,99.51,99.51,19875799
2024-10-08,99.51,100.6,97.97,98.38,98.38,24726663
2024-10-09,98.38,99.26,97.63,98.83,98.83,20712862
2024-10-10,98.83,99.39,97.34,98.29,98.29,22165946
2024-10-11,98.29,98.92,96.48,96.96,96.96,24753669
2024-10-14,96.96,97.16,91.29,92.84,92.84,47358351
2024-10-15,92.84,93.95,92.54,93.75,93.75,21952426
2024-10-16,93.75,94.7,92.47,92.94,92.94,14503920
2024-10-17,92.94,93.8,89.85,90.67,90.67,15299732
2024-10-18,90.67,91.07,88.55,88.76,88.76,24771721
2024-10-21,88.76,91.45,87.72,90.94,90.94,24346886
2024-10-22,90.94,92.09,89.93,91.33,91.33,18246320
2024-10-23,91.33,91.76,89.28,89.8,89.8,24099945
2024-10-24,89.8,92.3,89.21,92.0,92.0,25440509
2024-10-25,92.0,100.68,90.56,98.55,98.55,40516564
2024-10-28,98.55,99.61,96.54,96.9,96.9,20658636
2024-10-29,96.9,104.01,94.74,103.27,103.27,44691433
2024-10-30,103.27,103.88,99.37,100.44,100.44,24638292
2024-10-31,100.44,101.13,98.06,99.24,99.24,18844541
2024-11-01,99.24,100.11,96.21,96.97,96.97,14116135
2024-11-04,96.97,98.45,96.53,98.25,98.25,17098079
2024-11-05,98.25,99.17,94.79,95.52,95.52,19418039
2024-11-06,95.52,95.76,93.29,93.67,93.67,21994847
2024-11-07,93.67,94.41,92.66,93.9,93.9,20910873
2024-11-08,93.9,94.19,92.62,93.28,93.28,21275996
