date,open,high,low,close,adj_close,volume
2023-08-01,206.06,208.34,201.56,203.15,203.15,40247781
2023-08-02,203.15,208.14,184.88,187.88,187.88,123894556
2023-08-03,187.88,200.81,186.29,198.99,198.99,86474380
2023-08-04,198.99,200.04,193.82,196.06,196.06,56160532
2023-08-07,196.06,196.62,192.1,193.37,193.37,36896151
2023-08-08,193.37,194.06,186.69,188.41,188.41,62387538
2023-08-09,188.41,193.27,187.31,191.73,191.73,56533399
2023-08-10,191.73,198.63,190.49,197.51,197.51,57913029
2023-08-11,197.51,198.86,192.31,193.12,193.12,58957617
2023-08-14,193.12,199.61,191.94,198.08,198.08,45891473
2023-08-15,198.08,202.96,197.59,200.89,200.89,55183404
2023-08-16,200.89,202.91,199.35,201.34,201.34,39941072
2023-08-17,201.34,205.22,193.92,198.15,198.15,109520234
2023-08-18,198.15,207.12,196.94,204.89,204.89,56777988
2023-08-21,204.89,206.13,201.88,203.59,203.59,38017209
2023-08-22,203.59,209.32,202.93,206.97,206.97,54935770
2023-08-23,206.97,208.37,198.89,200.51,200.51,63840907
2023-08-24,200.51,205.75,199.42,205.27,205.27,42032397
2023-08-25,205.27,206.59,199.28,200.61,200.61,62639884
2023-08-28,200.61,205.72,199.91,204.31,204.31,48114389
2023-08-29,204.31,217.72,199.52,215.38,215.38,103289134
2023-08-30,215.38,221.96,214.17,220.09,220.09,53670408
2023-08-31,220.09,225.08,218.51,223.94,223.94,61313579
2023-09-01,223.94,229.62,222.36,226.53,226.53,119971950
2023-09-04,226.53,233.66,225.68,231.16,231.16,38747165
2023-09-05,231.16,234.15,225.66,226.69,226.69,123047702
2023-09-06,226.69,228.81,216.88,219.36,219.36,59047753
2023-09-07,219.36,239.55,215.11,237.79,237.79,119782564
2023-09-08,237.79,252.78,236.72,252.19,252.19,113090029
2023-09-11,252.19,259.36,246.77,257.75,257.75,87753126
2023-09-12,257.75,266.96,255.57,265.33,265.33,42677745
2023-09-13,265.33,268.27,261.54,263.19,263.19,63691523
2023-09-14,263.19,264.77,258.55,259.45,259.45,37345806
2023-09-15,259.45,261.74,254.89,256.9,256.9,52606599
2023-09-18,256.9,259.75,251.27,252.23,252.23,63163896
2023-09-19,252.23,254.89,251.66,253.67,253.67,47404445
2023-09-20,253.67,263.64,251.55,261.39,261.39,48573937
2023-09-21,261.39,269.22,260.02,266.98,266.98,47904464
2023-09-22,266.98,275.14,266.0,273.19,273.19,58957879
2023-09-25,273.19,280.7,270.01,278.17,278.17,49006085
2023-09-26,278.17,283.49,275.66,282.68,282.68,48559314
2023-09-27,282.68,284.44,274.73,277.09,277.09,62364193
2023-09-28,277.09,279.68,274.81,278.32,278.32,44973363
2023-09-29,278.32,280.24,270.71,273.59,273.59,45362786
2023-10-02,273.59,294.98,270.02,293.75,293.75,123941739
2023-10-03,293.75,296.18,291.67,294.29,294.29,36137863
2023-10-04,294.29,298.85,290.96,296.97,296.97,50385002
2023-10-05,296.97,304.51,293.46,301.67,301.67,44266382
2023-10-06,301.67,302.32,299.12,300.98,300.98,51288790
2023-10-09,300.98,306.49,298.6,303.83,303.83,35638660
2023-10-10,303.83,304.53,298.99,301.76,301.76,52456825
2023-10-11,301.76,306.6,300.32,305.81,305.81,64965708
2023-10-12,305.81,307.8,298.64,300.93,300.93,59559010
2023-10-13,300.93,303.03,292.29,294.23,294.23,39468289
2023-10-16,294.23,297.34,292.63,296.42,296.42,60748689
2023-10-17,296.42,304.65,293.55,303.72,303.72,39329508
2023-10-18,303.72,306.85,300.16,303.57,303.57,51680389
2023-10-19,303.57,307.8,297.2,299.81,299.81,106157998
2023-10-20,299.81,308.44,297.19,307.38,307.38,47034082
2023-10-23,307.38,310.07,305.18,309.01,309.01,54568133
2023-10-24,309.01,314.24,305.79,311.81,311.81,42067816
2023-10-25,311.81,315.55,308.45,312.91,312.91,41091739
2023-10-26,312.91,314.04,310.79,312.82,312.82,48612186
2023-10-27,312.82,325.2,309.18,321.89,321.89,38528900
2023-10-30,321.89,322.77,315.57,320.35,320.35,119446057
2023-10-31,320.35,328.5,318.13,326.09,326.09,62848366
2023-11-01,326.09,327.09,322.68,326.15,326.15,44606006
2023-11-02,326.15,327.7,325.28,326.02,326.02,84981512
2023-11-03,326.02,334.57,322.24,330.81,330.81,53427383
2023-11-06,330.81,334.51,318.68,319.9,319.9,50644056
2023-11-07,319.9,321.48,313.96,314.59,314.59,51977961
2023-11-08,314.59,316.35,312.46,314.69,314.69,46389177
2023-11-09,314.69,319.85,310.95,318.33,318.33,38581516
2023-11-10,318.33,318.99,310.3,310.94,310.94,54935785
2023-11-13,310.94,322.45,304.72,320.62,320.62,118966308
2023-11-14,320.62,325.16,318.88,323.82,323.82,56991464
2023-11-15,323.82,325.26,317.9,319.2,319.2,45307993
2023-11-16,319.2,322.16,309.73,312.84,312.84,38964513
2023-11-17,312.84,315.85,296.21,300.55,300.55,102659657
2023-11-20,300.55,307.68,298.93,304.77,304.77,56965654
2023-11-21,304.77,306.89,297.97,300.49,300.49,52157966
2023-11-22,300.49,329.25,297.13,323.44,323.44,89998441
2023-11-23,323.44,326.77,310.16,313.15,313.15,62625293
2023-11-24,313.15,319.56,310.46,317.18,317.18,38265508
2023-11-27,317.18,324.06,314.01,322.29,322.29,42881467
2023-11-28,322.29,322.99,317.82,318.59,318.59,57408505
2023-11-29,318.59,326.54,316.98,322.76,322.76,47021876
2023-11-30,322.76,331.78,319.36,329.63,329.63,64824007
2023-12-01,329.63,339.63,327.3,337.33,337.33,38510758
2023-12-04,337.33,364.24,329.23,358.44,358.44,100664329
2023-12-05,358.44,362.46,355.13,357.23,357.23,63679688
2023-12-06,357.23,360.81,351.94,354.97,354.97,48234432
2023-12-07,354.97,357.52,346.89,350.83,350.83,37346483
2023-12-08,350.83,353.14,342.82,344.02,344.02,52026672
2023-12-11,344.02,346.65,335.87,339.25,339.25,38186429
2023-12-12,339.25,345.94,338.53,344.67,344.67,61189024
2023-12-13,344.67,351.78,342.23,348.38,348.38,49645294
2023-12-14,348.38,355.25,340.97,352.18,352.18,114016872
2023-12-15,352.18,354.22,341.92,345.23,345.23,61468583
2023-12-18,345.23,351.49,342.48,350.25,350.25,45574465
2023-12-19,350.25,353.04,344.01,346.81,346.81,62452460
2023-12-20,346.81,353.35,342.88,350.07,350.07,62409904
2023-12-21,350.07,354.03,339.2,342.33,342.33,64701242
2023-12-22,342.33,345.42,338.37,343.43,343.43,37069126
2023-12-25,343.43,350.61,341.49,348.46,348.46,41013825
2023-12-26,348.46,351.57,337.41,338.99,338.99,40003407
2023-12-27,338.99,344.06,336.73,342.16,342.16,47607643
2023-12-28,342.16,345.37,329.62,332.64,332.64,51256018
2023-12-29,332.64,333.72,331.91,332.62,332.62,46395137
2024-01-01,332.62,336.07,321.84,325.73,325.73,43670175
2024-01-02,325.73,334.19,324.1,330.76,330.76,54944849
2024-01-03,330.76,331.53,325.45,326.24,326.24,64260725
2024-01-04,326.24,329.02,322.73,328.03,328.03,39431246
2024-01-05,328.03,329.54,323.88,327.18,327.18,36395466
2024-01-08,327.18,333.45,325.94,331.74,331.74,35902049
2024-01-09,331.74,334.59,320.91,322.25,322.25,36904613
2024-01-10,322.25,326.09,318.2,320.16,320.16,41312562
2024-01-11,320.16,323.34,319.04,321.59,321.59,64487116
2024-01-12,321.59,324.52,320.59,321.58,321.58,58339486
2024-01-15,321.58,322.83,313.36,315.21,315.21,55227362
2024-01-16,315.21,322.19,314.06,319.91,319.91,61338150
2024-01-17,319.91,324.1,317.92,322.69,322.69,39533346
2024-01-18,322.69,325.58,314.09,317.09,317.09,54809396
2024-01-19,317.09,324.64,313.94,322.34,322.34,60198225
2024-01-22,322.34,328.16,305.96,308.43,308.43,84500011
2024-01-23,308.43,319.18,305.94,316.7,316.7,62822239
2024-01-24,316.7,320.08,310.15,313.86,313.86,43288813
2024-01-25,313.86,316.69,285.18,291.4,291.4,91342917
2024-01-26,291.4,299.32,289.57,296.09,296.09,36054215
2024-01-29,296.09,319.91,290.92,315.17,315.17,117855368
2024-01-30,315.17,324.37,311.82,322.32,322.32,64318210
2024-01-31,322.32,334.76,321.21,332.4,332.4,58985571
2024-02-01,332.4,342.19,331.57,339.84,339.84,44731677
2024-02-02,339.84,342.11,326.3,328.92,328.92,101122158
2024-02-05,328.92,336.75,326.18,332.82,332.82,41523924
2024-02-06,332.82,340.91,316.03,318.09,318.09,112907252
2024-02-07,318.09,320.16,311.44,315.02,315.02,44380019
2024-02-08,315.02,315.89,308.42,310.18,310.18,63597590
2024-02-09,310.18,312.89,305.01,306.94,306.94,45313662
2024-02-12,306.94,310.86,304.22,307.51,307.51,60283870
2024-02-13,307.51,310.88,300.36,301.41,301.41,62730590
2024-02-14,301.41,304.57,295.81,299.11,299.11,50622500
2024-02-15,299.11,328.89,294.37,321.12,321.12,79948905
2024-02-16,321.12,323.44,316.34,317.42,317.42,49019620
2024-02-19,317.42,318.83,311.14,313.42,313.42,44252233
2024-02-20,313.42,326.7,310.17,323.66,323.66,61894595
2024-02-21,323.66,329.55,321.24,327.08,327.08,56139279
2024-02-22,327.08,335.03,324.76,334.32,334.32,38677378
2024-02-23,334.32,336.03,327.95,330.85,330.85,35640127
2024-02-26,330.85,339.05,329.9,335.68,335.68,60278427
2024-02-27,335.68,347.27,334.8,346.08,346.08,41504820
2024-02-28,346.08,356.53,344.8,354.53,354.53,58025937
2024-02-29,354.53,360.72,333.63,339.67,339.67,104528467
2024-03-01,339.67,344.4,337.19,340.7,340.7,41832782
2024-03-04,340.7,345.81,312.89,319.91,319.91,93272151
2024-03-05,319.91,344.01,318.14,337.8,337.8,93985537
2024-03-06,337.8,340.19,327.28,330.2,330.2,56708904
2024-03-07,330.2,331.58,322.63,323.71,323.71,46927879
2024-03-08,323.71,334.79,319.98,331.9,331.9,36875463
2024-03-11,331.9,341.95,329.68,338.19,338.19,49251267
2024-03-12,338.19,341.89,330.92,331.86,331.86,35325051
2024-03-13,331.86,333.01,320.84,322.98,322.98,41437582
2024-03-14,322.98,324.23,313.83,316.46,316.46,37938455
2024-03-15,316.46,322.04,315.54,318.3,318.3,59862084
2024-03-18,318.3,329.03,315.13,325.54,325.54,54746314
2024-03-19,325.54,334.71,324.07,333.61,333.61,58038683
2024-03-20,333.61,351.52,329.77,343.7,343.7,108131569
2024-03-21,343.7,355.45,341.21,352.05,352.05,59834891
2024-03-22,352.05,358.15,349.12,356.03,356.03,41940281
2024-03-25,356.03,363.25,354.54,360.07,360.07,35185567
2024-03-26,360.07,372.02,357.69,368.11,368.11,60188422
2024-03-27,368.11,371.97,361.88,365.2,365.2,64777564
2024-03-28,365.2,366.17,350.67,354.42,354.42,40699348
2024-03-29,354.42,358.15,346.12,347.75,347.75,49611067
2024-04-01,347.75,356.45,345.29,352.73,352.73,37282850
2024-04-02,352.73,354.04,351.4,353.17,353.17,45436792
2024-04-03,353.17,363.67,350.91,360.7,360.7,61207726
2024-04-04,360.7,363.46,348.31,351.93,351.93,58799036
2024-04-05,351.93,356.44,350.6,353.58,353.58,42971065
2024-04-08,353.58,356.98,342.39,345.06,345.06,55340010
2024-04-09,345.06,354.98,342.32,353.53,353.53,39704502
2024-04-10,353.53,356.17,342.66,346.15,346.15,46333029
2024-04-11,346.15,347.16,338.62,341.9,341.9,43322954
2024-04-12,341.9,342.69,336.6,337.49,337.49,58334052
2024-04-15,337.49,341.56,336.62,340.06,340.06,48586842
2024-04-16,340.06,343.42,328.87,332.75,332.75,44315531
2024-04-17,332.75,337.79,313.44,316.9,316.9,81883466
2024-04-18,316.9,326.89,313.99,324.92,324.92,39987482
2024-04-19,324.92,328.23,318.57,321.53,321.53,38818867
2024-04-22,321.53,323.09,316.07,319.28,319.28,62328030
2024-04-23,319.28,324.07,318.41,320.95,320.95,47821321
2024-04-24,320.95,324.2,319.18,321.55,321.55,58773695
2024-04-25,321.55,329.66,320.13,327.44,327.44,54451771
2024-04-26,327.44,330.16,326.08,329.29,329.29,43147156
2024-04-29,329.29,336.8,326.87,334.06,334.06,40086697
2024-04-30,334.06,334.9,321.74,325.53,325.53,38717949
2024-05-01,325.53,328.54,320.72,321.67,321.67,54479996
2024-05-02,321.67,332.11,319.42,328.7,328.7,57008638
2024-05-03,328.7,333.92,325.1,332.21,332.21,59339909
2024-05-06,332.21,335.46,323.22,326.77,326.77,37920838
2024-05-07,326.77,327.96,320.37,321.93,321.93,52411067
2024-05-08,321.93,322.71,314.04,316.41,316.41,116036557
2024-05-09,316.41,320.0,310.85,313.81,313.81,63108989
2024-05-10,313.81,315.9,304.71,308.04,308.04,48344207
2024-05-13,308.04,310.68,305.28,307.48,307.48,36107531
2024-05-14,307.48,308.87,305.35,306.98,306.98,39989538
2024-05-15,306.98,314.87,304.59,311.54,311.54,38161451
2024-05-16,311.54,318.0,309.08,315.92,315.92,53798066
2024-05-17,315.92,323.92,314.71,320.42,320.42,53200911
2024-05-20,320.42,325.43,317.41,323.52,323.52,51285299
2024-05-21,323.52,324.59,322.28,323.94,323.94,35625360
2024-05-22,323.94,324.64,316.69,319.05,319.05,40603840
2024-05-23,319.05,325.53,315.28,323.63,323.63,36604513
2024-05-24,323.63,333.16,320.35,330.99,330.99,90931410
2024-05-27,330.99,342.62,329.08,338.84,338.84,58338169
2024-05-28,338.84,342.08,334.47,335.96,335.96,47533671
2024-05-29,335.96,337.47,323.55,326.44,326.44,63152209
2024-05-30,326.44,335.94,325.56,333.28,333.28,42831225
2024-05-31,333.28,341.21,330.27,339.68,339.68,42008411
2024-06-03,339.68,341.04,334.04,337.13,337.13,53941534
2024-06-04,337.13,341.41,335.5,338.67,338.67,40787160
2024-06-05,338.67,341.11,332.41,336.01,336.01,39538140
2024-06-06,336.01,347.51,334.6,344.62,344.62,50389738
2024-06-07,344.62,347.58,336.19,337.0,337.0,63394954
2024-06-10,337.0,338.41,326.05,328.84,328.84,50433208
2024-06-11,328.84,332.3,325.67,331.45,331.45,42453534
2024-06-12,331.45,334.13,326.6,329.38,329.38,61171841
2024-06-13,329.38,332.98,328.42,331.18,331.18,63185575
2024-06-14,331.18,334.98,324.99,326.7,326.7,37232121
2024-06-17,326.7,330.18,313.99,317.35,317.35,48940069
2024-06-18,317.35,323.57,314.34,320.07,320.07,40955312
2024-06-19,320.07,323.21,310.91,314.45,314.45,49842128
2024-06-20,314.45,317.79,311.23,312.17,312.17,41545592
2024-06-21,312.17,314.41,302.11,305.43,305.43,41209090
2024-06-24,305.43,314.78,304.09,311.84,311.84,54685204
2024-06-25,311.84,321.76,310.63,318.83,318.83,47154297
2024-06-26,318.83,324.48,315.62,322.94,322.94,54068921
2024-06-27,322.94,329.75,320.85,326.65,326.65,44524430
2024-06-28,326.65,332.75,322.96,329.7,329.7,63617095
2024-07-01,329.7,333.22,325.72,327.78,327.78,47648061
2024-07-02,327.78,331.45,322.99,323.71,323.71,59949582
2024-07-03,323.71,326.93,319.89,325.59,325.59,63469248
2024-07-04,325.59,327.08,315.6,318.75,318.75,48591253
2024-07-05,318.75,319.71,310.12,313.63,313.63,56155474
2024-07-08,313.63,322.17,310.63,318.86,318.86,43791151
2024-07-09,318.86,320.82,313.82,316.68,316.68,62405757
2024-07-10,316.68,319.0,304.12,307.54,307.54,62086295
2024-07-11,307.54,309.69,305.61,307.46,307.46,59260559
2024-07-12,307.46,310.26,304.26,306.7,306.7,52527444
2024-07-15,306.7,308.32,297.31,298.44,298.44,59913691
2024-07-16,298.44,300.27,297.84,298.74,298.74,37382234
2024-07-17,298.74,300.49,291.63,292.32,292.32,58174250
2024-07-18,292.32,298.51,291.51,295.55,295.55,41625462
2024-07-19,295.55,296.38,287.82,289.0,289.0,54488519
2024-07-22,289.0,291.84,281.45,282.76,282.76,50839883
2024-07-23,282.76,285.08,280.17,282.51,282.51,47985478
2024-07-24,282.51,290.52,280.44,289.57,289.57,62856134
2024-07-25,289.57,295.04,288.95,293.74,293.74,58552683
2024-07-26,293.74,296.84,285.66,289.06,289.06,46481692
2024-07-29,289.06,291.99,287.13,289.08,289.08,37676533
2024-07-30,289.08,312.62,283.22,311.38,311.38,109437692
2024-07-31,311.38,313.07,304.04,305.23,305.23,40233466
2024-08-01,305.23,305.91,298.73,299.98,299.98,41160632
2024-08-02,299.98,301.49,289.02,290.76,290.76,45305190
2024-08-05,290.76,298.96,288.22,296.06,296.06,58409370
2024-08-06,296.06,297.52,288.89,291.5,291.5,59526087
2024-08-07,291.5,294.28,280.72,282.87,282.87,43996890
2024-08-08,282.87,283.57,281.8,282.55,282.55,35242126
2024-08-09,282.55,284.74,279.94,282.3,282.3,39338204
2024-08-12,282.3,291.96,280.07,289.9,289.9,60374222
2024-08-13,289.9,292.29,285.58,288.92,288.92,52801145
2024-08-14,288.92,293.32,286.84,292.31,292.31,51666224
2024-08-15,292.31,292.97,283.8,286.28,286.28,48467041
2024-08-16,286.28,288.72,282.24,284.31,284.31,48231982
2024-08-19,284.31,290.93,283.12,288.16,288.16,48181201
2024-08-20,288.16,290.88,287.24,288.7,288.7,58842678
2024-08-21,288.7,296.86,285.57,294.19,294.19,60499256
2024-08-22,294.19,298.82,291.78,297.47,297.47,53003177
2024-08-23,297.47,300.82,296.09,297.86,297.86,64622651
2024-08-26,297.86,300.28,288.18,290.58,290.58,39584445
2024-08-27,290.58,298.64,289.77,298.02,298.02,39903971
2024-08-28,298.02,323.38,291.36,317.73,317.73,115728152
2024-08-29,317.73,323.66,314.29,320.93,320.93,63430488
2024-08-30,320.93,330.63,317.87,326.74,326.74,61992786
2024-09-02,326.74,340.44,318.59,332.65,332.65,99279847
2024-09-03,332.65,335.18,325.75,326.66,326.66,62689109
2024-09-04,326.66,328.86,321.78,324.48,324.48,46376578
2024-09-05,324.48,327.14,319.36,322.51,322.51,47300274
2024-09-06,322.51,334.75,318.94,330.89,330.89,42917434
2024-09-09,330.89,334.19,327.47,328.24,328.24,56304051
2024-09-10,328.24,329.82,327.04,328.16,328.16,35726980
2024-09-11,328.16,329.26,317.08,318.78,318.78,62332571
2024-09-12,318.78,321.35,316.49,320.03,320.03,50846690
2024-09-13,320.03,327.62,317.07,324.29,324.29,55231001
2024-09-16,324.29,335.12,321.05,333.95,333.95,48651300
2024-09-17,333.95,334.89,324.3,327.11,327.11,55072659
2024-09-18,327.11,333.2,316.43,323.85,323.85,104284536
2024-09-19,323.85,328.1,320.95,324.63,324.63,58099518
2024-09-20,324.63,328.07,321.93,324.33,324.33,41406667
2024-09-23,324.33,327.94,320.43,322.02,322.02,57234061
2024-09-24,322.02,332.4,321.18,328.74,328.74,38063795
2024-09-25,328.74,332.67,325.4,327.49,327.49,38449054
2024-09-26,327.49,329.4,314.91,318.28,318.28,62051996
2024-09-27,318.28,325.75,306.77,312.29,312.29,106989686
2024-09-30,312.29,315.52,301.35,303.93,303.93,43995098
2024-10-01,303.93,307.47,296.61,299.03,299.03,60585208
2024-10-02,299.03,300.04,294.16,296.26,296.26,40422960
2024-10-03,296.26,305.61,294.45,302.11,302.11,55090128
2024-10-04,302.11,304.99,300.25,302.1,302.1,51179748
2024-10-07,302.1,308.05,300.15,305.76,305.76,52654492
2024-10-08,305.76,309.9,303.61,309.06,309.06,50172897
2024-10-09,309.06,312.08,299.81,300.88,300.88,46839577
2024-10-10,300.88,313.25,298.33,309.57,309.57,59968280
2024-10-11,309.57,318.93,308.4,317.93,317.93,49176627
2024-10-14,317.93,323.22,315.95,321.25,321.25,63552581
2024-10-15,321.25,322.25,311.32,312.84,312.84,43520165
2024-10-16,312.84,321.11,310.43,319.57,319.57,51145831
2024-10-17,319.57,321.33,311.81,312.95,312.95,38524599
2024-10-18,312.95,315.43,310.13,312.38,312.38,49189641
2024-10-21,312.38,319.16,309.25,318.08,318.08,58557950
2024-10-22,318.08,321.15,316.23,319.52,319.52,50366753
2024-10-23,319.52,331.71,315.73,328.93,328.93,42351989
2024-10-24,328.93,332.5,320.87,322.66,322.66,59848031
2024-10-25,322.66,323.81,313.12,316.62,316.62,62924490
2024-10-28,316.62,319.42,315.08,318.12,318.12,49878302
2024-10-29,318.12,324.27,315.91,322.28,322.28,48514659
2024-10-30,322.28,332.44,318.68,329.78,329.78,56264389
2024-10-31,329.78,337.64,328.96,336.56,336.56,50042838
2024-11-01,336.56,338.54,326.2,328.74,328.74,60387342
2024-11-04,328.74,331.26,317.28,321.07,321.07,49089226
2024-11-05,321.07,324.23,317.46,319.43,319.43,50591292
2024-11-06,319.43,320.87,318.37,319.89,319.89,61092043
2024-11-07,319.89,322.03,312.6,313.8,313.8,63062141
2024-11-08,313.8,336.81,308.6,330.71,330.71,97833122
